amc_template_name,start_date,end_date,path,path_occurrences,impressions,total_cost,users_that_purchased,sales_amount,purchases,user_purchase_rate,ntb_users_that_purchased,ntb_sales_amount,ntb_purchases,ntb_user_percentage,ntb_purchases_percentage,insight1,insight2
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, DSP NTB], [4, SP], [5, SD], [6, DSP Conversão]]",8,498,6.233790466894382,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SP], [3, DSP Awareness], [4, DSP Consideração], [5, SB], [6, SD], [7, DSP NTB]]",8,977,15.346332358569203,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Conversão], [3, SB], [4, DSP Consideração], [5, SP], [6, SD], [7, DSP NTB], [8, SB SOV]]",8,550,2.3954919638136403,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SP], [3, DSP Consideração], [4, SB SOV], [5, DSP Awareness], [6, DSP Conversão], [7, DSP NTB]]",8,985,6.592317970175554,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SP], [4, SB], [5, DSP Awareness], [6, DSP Consideração]]",8,326,6.189445984544752,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SP], [3, DSP Awareness], [4, SD], [5, DSP Consideração], [6, DSP NTB], [7, SB SOV], [8, DSP Conversão]]",8,556,4.475778434000448,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SD], [3, DSP NTB], [4, DSP Consideração], [5, DSP Awareness], [6, SB], [7, SP]]",8,486,3.3718051921450023,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Consideração], [3, DSP Conversão], [4, DSP NTB], [5, SB], [6, SD], [7, DSP Awareness]]",8,326,5.989060287895935,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB], [3, DSP NTB], [4, DSP Awareness], [5, SB SOV], [6, SP], [7, SD], [8, DSP Conversão]]",8,316,3.4021299145329467,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB], [3, SP], [4, DSP Awareness], [5, SD], [6, DSP Conversão], [7, DSP NTB]]",8,1075,19.989564368718728,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, DSP Conversão], [4, SP], [5, DSP NTB], [6, SB]]",8,670,10.227672384549425,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, DSP Conversão], [4, DSP Awareness], [5, DSP Consideração], [6, SP], [7, SD]]",8,648,6.078070293556801,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SD], [3, SP], [4, SB], [5, DSP Conversão], [6, DSP Consideração], [7, SB SOV], [8, DSP Awareness]]",8,826,5.017898429380012,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, DSP Consideração], [4, SB SOV], [5, DSP Awareness], [6, SB], [7, SD], [8, SP]]",8,716,11.635824789600218,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SD], [4, SP], [5, DSP Consideração], [6, SB]]",8,664,2.9913863013150914,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SD], [4, DSP Awareness], [5, SB], [6, SP]]",8,642,2.736799632068714,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, DSP NTB], [4, DSP Awareness], [5, SB], [6, SD]]",8,723,13.827490699864406,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SD], [3, DSP Consideração], [4, SP], [5, DSP Awareness], [6, SB]]",8,721,10.487342565570312,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP NTB], [4, DSP Conversão], [5, DSP Awareness], [6, SD]]",7,510,6.117359520525433,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SP], [3, SB SOV], [4, DSP Consideração], [5, DSP Awareness], [6, DSP NTB], [7, DSP Conversão], [8, SD]]",7,721,3.76386630613652,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, DSP NTB], [4, SP], [5, SB SOV], [6, DSP Conversão], [7, SB]]",7,394,3.462582278183245,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, SP], [3, SD], [4, DSP Conversão], [5, DSP Awareness], [6, SB], [7, DSP NTB]]",7,770,14.255113560178037,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, SP], [4, DSP Conversão], [5, SD], [6, DSP Consideração], [7, DSP Awareness]]",7,953,18.605219531274095,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP NTB], [3, SB SOV], [4, DSP Awareness], [5, DSP Consideração], [6, DSP Conversão], [7, SP], [8, SB]]",7,587,5.539564859106977,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB SOV], [3, SB], [4, SP], [5, SD], [6, DSP Conversão], [7, DSP NTB]]",7,726,12.922377793128222,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, DSP NTB], [4, SP], [5, DSP Consideração], [6, DSP Awareness], [7, DSP Conversão]]",7,909,15.135647274728996,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Conversão], [3, SD], [4, SB], [5, DSP Awareness], [6, SP]]",7,206,3.948775707634913,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, DSP Conversão], [4, SB], [5, SP], [6, SD]]",7,313,2.2776851718862976,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP NTB], [4, SB], [5, DSP Conversão], [6, DSP Consideração], [7, DSP Awareness]]",7,510,3.3960557135804796,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Conversão], [3, SP], [4, DSP Consideração], [5, SB SOV], [6, DSP NTB], [7, SB], [8, SD]]",7,329,1.5456161211112738,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, SP], [4, SB], [5, DSP NTB], [6, DSP Conversão], [7, DSP Consideração]]",7,545,5.2600517331306085,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, DSP Conversão], [4, SD], [5, DSP NTB], [6, SP], [7, SB]]",7,665,11.96704566806289,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Consideração], [3, SB SOV], [4, SB], [5, DSP Awareness], [6, DSP Conversão], [7, SP], [8, DSP NTB]]",7,309,1.8149295789256834,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SP], [3, DSP Conversão], [4, SD], [5, SB], [6, DSP NTB]]",7,747,5.552901589275494,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP NTB], [4, DSP Consideração], [5, DSP Awareness], [6, DSP Conversão], [7, SD]]",7,934,16.14955568858051,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, DSP Awareness], [4, SD], [5, DSP Conversão], [6, SP]]",7,522,10.29739800658176,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, SP], [4, SB], [5, DSP NTB], [6, SB SOV], [7, DSP Awareness]]",7,466,4.121145655391778,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP Consideração], [4, DSP Conversão], [5, SD], [6, DSP Awareness], [7, DSP NTB]]",7,508,3.7259275616109995,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, SD], [3, DSP NTB], [4, SP], [5, SB], [6, DSP Conversão], [7, DSP Awareness]]",7,700,12.955473551127762,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, DSP Conversão], [4, DSP NTB], [5, DSP Consideração], [6, DSP Awareness], [7, SB]]",7,423,4.734107261137321,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, SP], [4, DSP Awareness], [5, SB], [6, SB SOV], [7, DSP Consideração], [8, DSP NTB]]",7,1025,10.09673261490154,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB SOV], [3, SP], [4, DSP Awareness], [5, SD], [6, SB], [7, DSP NTB], [8, DSP Conversão]]",7,256,1.2061374180717144,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP NTB], [4, SD], [5, DSP Awareness], [6, DSP Consideração], [7, DSP Conversão]]",7,664,2.9691870620534484,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SP], [3, SB], [4, DSP Conversão], [5, DSP Consideração], [6, DSP Awareness], [7, SD]]",7,366,6.549941292086413,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SB SOV], [3, DSP NTB], [4, DSP Consideração], [5, SD], [6, SP], [7, DSP Awareness], [8, DSP Conversão]]",7,476,1.9942890931234565,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, DSP Conversão], [4, SP], [5, DSP NTB], [6, DSP Consideração], [7, SD]]",7,969,5.9122730270327795,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SB], [4, SP], [5, DSP Conversão], [6, SB SOV], [7, SD], [8, DSP Consideração]]",7,663,10.529808104953037,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, SD], [4, SP], [5, DSP Consideração], [6, DSP Conversão], [7, DSP Awareness]]",7,691,12.94622298724424,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, DSP Conversão], [4, SB SOV], [5, SD], [6, DSP NTB], [7, SP], [8, DSP Consideração]]",7,1100,9.1454031800359,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Conversão], [3, DSP Awareness], [4, SD], [5, SP], [6, SB], [7, DSP NTB]]",7,872,3.65307455712041,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB SOV], [3, DSP Awareness], [4, SB], [5, DSP Consideração], [6, SP], [7, DSP Conversão], [8, DSP NTB]]",7,796,10.303426545145102,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, SD], [3, SB], [4, DSP NTB], [5, SP], [6, DSP Conversão], [7, DSP Awareness]]",7,873,10.973757641200425,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SD], [3, DSP NTB], [4, DSP Conversão], [5, DSP Awareness], [6, SP], [7, SB], [8, SB SOV]]",7,711,3.39093770587845,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SD], [4, SB], [5, DSP Conversão], [6, SP]]",7,488,2.253919533609021,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SD], [3, SP], [4, DSP Consideração], [5, SB], [6, DSP Awareness], [7, DSP NTB], [8, SB SOV]]",7,683,11.32151038998827,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, SB SOV], [4, DSP NTB], [5, DSP Conversão], [6, SB], [7, DSP Awareness]]",7,839,7.384107178870086,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SB], [4, DSP Consideração], [5, SB SOV], [6, SD], [7, DSP Awareness], [8, SP]]",7,307,5.571056109143851,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SB], [4, SP], [5, SD], [6, SB SOV], [7, DSP Consideração], [8, DSP Conversão]]",7,853,4.896539594544423,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SP], [3, SD], [4, DSP Conversão], [5, DSP NTB], [6, SB], [7, DSP Consideração]]",7,521,9.796652840661128,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Consideração], [3, DSP Awareness], [4, DSP Conversão], [5, SP], [6, SB SOV], [7, DSP NTB], [8, SB]]",7,774,9.866994739993148,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB SOV], [3, DSP Consideração], [4, DSP Awareness], [5, SB], [6, SP], [7, DSP Conversão]]",7,867,8.165730037449903,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB], [3, SD], [4, DSP NTB], [5, SP], [6, DSP Conversão], [7, DSP Awareness]]",7,900,15.817506927551491,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, SD], [4, SB], [5, DSP NTB], [6, DSP Conversão], [7, DSP Consideração]]",7,913,4.274865782258358,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, DSP Conversão], [4, SB SOV], [5, SB], [6, DSP Consideração], [7, SD]]",7,697,12.796872982170614,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Conversão], [3, SD], [4, DSP NTB], [5, SP], [6, SB], [7, DSP Awareness]]",7,954,8.786803722101093,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, DSP Conversão], [4, DSP Awareness], [5, SD], [6, SP]]",7,285,5.440905697530569,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Consideração], [3, DSP NTB], [4, SP], [5, DSP Awareness], [6, SD], [7, SB]]",7,685,6.083765231271425,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SP], [3, SD], [4, DSP NTB], [5, DSP Conversão], [6, DSP Awareness]]",7,219,3.193561893064792,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB], [3, DSP NTB], [4, DSP Consideração], [5, SP], [6, SD], [7, DSP Awareness]]",7,939,15.66233451840171,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SD], [4, SP], [5, DSP Conversão], [6, SB SOV], [7, DSP Consideração], [8, SB]]",7,427,5.538597399977567,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB SOV], [3, DSP Awareness], [4, DSP NTB], [5, DSP Conversão], [6, DSP Consideração], [7, SP], [8, SB]]",7,929,11.554903035991575,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, SB], [4, DSP Conversão], [5, DSP NTB], [6, DSP Awareness], [7, DSP Consideração]]",7,532,2.98656015557137,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SD], [3, SB], [4, DSP Conversão], [5, DSP Consideração], [6, DSP Awareness], [7, SP]]",7,902,6.0076974677058,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SP], [3, DSP Conversão], [4, DSP Awareness], [5, SB], [6, SD]]",7,363,5.163289434869121,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Conversão], [3, DSP Awareness], [4, SP], [5, SB], [6, DSP NTB], [7, SD]]",6,229,1.9049895409111584,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, DSP Conversão], [4, SB], [5, SD], [6, SP], [7, SB SOV]]",6,514,4.332610837784943,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SB SOV], [4, DSP Conversão], [5, DSP Consideração], [6, SB], [7, SP], [8, SD]]",6,222,3.835258486673523,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Conversão], [3, SD], [4, SB], [5, DSP NTB], [6, DSP Awareness], [7, SP], [8, SB SOV]]",6,846,12.866199216796282,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SB], [4, SD], [5, SB SOV], [6, DSP Awareness], [7, DSP Consideração], [8, SP]]",6,476,6.515162709962762,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, DSP Conversão], [4, SB], [5, DSP Awareness], [6, DSP Consideração], [7, DSP NTB], [8, SB SOV]]",6,261,3.614339110914751,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB SOV], [3, SD], [4, DSP Awareness], [5, DSP Conversão], [6, SB], [7, DSP NTB]]",6,238,4.339729956087668,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, SB], [4, DSP Awareness], [5, SP], [6, SB SOV], [7, DSP Consideração], [8, SD]]",6,428,4.313857308951758,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB], [3, DSP NTB], [4, SB SOV], [5, SP], [6, SD], [7, DSP Conversão], [8, DSP Awareness]]",6,887,10.675658820181855,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Awareness], [3, DSP NTB], [4, DSP Conversão], [5, SB], [6, DSP Consideração], [7, SB SOV], [8, SP]]",6,743,5.202105814457314,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, SB SOV], [4, SD], [5, DSP Awareness], [6, DSP Consideração], [7, SP], [8, DSP Conversão]]",6,718,11.218660796892076,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SP], [3, SB SOV], [4, SB], [5, DSP NTB], [6, DSP Consideração], [7, DSP Awareness], [8, SD]]",6,468,1.9151532402130234,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, SP], [3, DSP Awareness], [4, SD], [5, DSP NTB], [6, SB], [7, DSP Conversão], [8, DSP Consideração]]",6,446,8.692743530681994,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SD], [3, DSP NTB], [4, DSP Consideração], [5, SB SOV], [6, SP], [7, DSP Awareness], [8, SB]]",6,565,3.3988837517709545,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB], [3, SD], [4, SP], [5, DSP NTB], [6, DSP Conversão], [7, DSP Awareness]]",6,680,3.9591103093236724,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, SB], [4, DSP Consideração], [5, SD], [6, DSP Awareness], [7, SP]]",6,764,14.777297728352409,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, DSP Conversão], [4, SP], [5, SD], [6, SB], [7, SB SOV], [8, DSP Consideração]]",6,943,3.854497374842648,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SP], [3, DSP NTB], [4, SB SOV], [5, SD], [6, SB], [7, DSP Awareness]]",6,430,7.958288201879475,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP NTB], [3, DSP Conversão], [4, SB], [5, DSP Awareness], [6, SB SOV], [7, SD], [8, SP]]",6,276,4.718575697729069,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, SB SOV], [4, SP], [5, SD], [6, DSP Conversão], [7, DSP NTB], [8, SB]]",6,384,7.401136371224746,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, DSP Conversão], [4, SB], [5, SB SOV], [6, DSP Consideração], [7, SP], [8, SD]]",6,558,3.6961642964376895,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, SB], [4, DSP NTB], [5, SP], [6, SB SOV], [7, DSP Consideração], [8, SD]]",6,205,3.0769455635925174,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, SP], [4, SB SOV], [5, DSP NTB], [6, DSP Consideração], [7, DSP Conversão], [8, SD]]",6,718,5.257947083191854,0,0.0000,0,0.0,0,0.0000,0,,,,
